Statistiche Fantacalcio Stagione 2023 24,,,,,,,,,,,,,,,,,
Id,R,Rm,Nome,Squadra,Pv,Mv,Fm,Gf,Gs,Rp,Rc,R+,R-,Ass,Amm,Esp,Au
6496,D,Ds;E,Bartesaghi,Milan,1,6,6,0,0,0,0,0,0,0,0,0,0
5685,C,C;T,Koopmeiners,Atalanta,8,6.31,7.31,2,0,0,0,0,0,2,0,0,0
152,C,C;T,Zielinski,Napoli,8,6.31,7.31,2,0,0,1,1,0,2,0,0,0
2423,C,T;A,Pulisic,Milan,8,6.56,8.12,4,0,0,0,0,0,1,1,0,0
632,C,W;A,Zaccagni,Lazio,8,6.19,6.44,1,0,0,0,0,0,0,2,0,0
2085,C,C;T,Luis Alberto,Lazio,8,6.25,7,2,0,0,0,0,0,1,2,0,0
2167,C,W,Orsolini,Bologna,7,6.29,7.5,4,0,0,2,1,1,0,1,0,0
367,C,C;T,Bonaventura,Fiorentina,8,6.5,8.12,4,0,0,0,0,0,2,2,0,0
2194,C,M;C,Calhanoglu,Inter,8,6.38,7.12,2,0,0,2,2,0,1,2,0,0
5119,C,C;T,Samardzic,Udinese,8,6.38,7.12,2,0,0,0,0,0,0,0,0,0
536,C,W,Politano,Napoli,8,6.56,7.75,3,0,0,1,1,0,1,1,0,0
5800,C,T;A,Gudmundsson A.,Genoa,8,6.75,7.88,3,0,0,0,0,0,0,0,0,0
332,C,W,Candreva,Salernitana,7,6.29,7.36,2,0,0,0,0,0,2,1,0,0
335,C,W;A,Felipe Anderson,Lazio,8,5.81,6.31,0,0,0,0,0,0,4,0,0,0
2529,C,C;T,Mkhitaryan,Inter,8,6.56,7.38,2,0,0,0,0,0,1,1,0,0
5858,C,C;T,Ferguson,Bologna,8,6.38,6.88,1,0,0,0,0,0,2,2,0,0
1870,C,C,Barella,Inter,8,6.25,6.31,0,0,0,0,0,0,1,1,0,0
2379,C,C,Rabiot,Juventus,8,6.12,6.38,1,0,0,0,0,0,1,4,0,0
5878,C,C;T,Colpani,Monza,8,6.62,8.12,4,0,0,0,0,0,0,0,0,0
779,C,M;C,Cristante,Roma,8,6.31,7.31,2,0,0,0,0,0,2,0,0,0
2848,C,C,Frattesi,Inter,6,6,6.42,1,0,0,0,0,0,0,1,0,0
4199,C,C,Loftus-Cheek,Milan,7,6.36,6.79,1,0,0,0,0,0,1,2,0,0
4142,C,C;T,Aouar,Roma,5,6.2,7.1,2,0,0,0,0,0,0,3,0,0
4856,C,W;A,Chukwueze,Milan,6,5.83,5.83,0,0,0,0,0,0,0,0,0,0
5063,C,W,Radonjic,Torino,7,6.14,7.43,3,0,0,0,0,0,0,0,0,0
5792,C,C;T,Ederson D.s.,Atalanta,8,6.19,7,2,0,0,0,0,0,1,1,0,0
6224,C,M;C,Reijnders,Milan,8,6.31,6.56,0,0,0,0,0,0,2,0,0,0
4486,C,W,Strefezza,Lecce,8,5.88,6.19,1,0,0,1,1,0,0,1,0,0
5451,C,T,Bajrami,Sassuolo,8,6.12,6.5,1,0,0,0,0,0,0,0,0,0
5823,C,T;A,Baldanzi,Empoli,8,6.06,6.38,1,0,0,0,0,0,0,1,0,0
5948,C,C;T,Kamada,Lazio,6,5.92,6.42,1,0,0,0,0,0,0,0,0,0
5949,C,W;T,Lindstrom,Napoli,4,6,6,0,0,0,0,0,0,0,0,0,0
22,C,M;C,De Roon,Atalanta,8,6.12,6.31,0,0,0,0,0,0,3,3,0,0
2077,C,T,Pasalic,Atalanta,5,5.8,6.4,1,0,0,0,0,0,0,0,0,0
2741,C,C;T,Pessina,Monza,8,6.06,6.38,1,0,0,1,1,0,0,1,0,0
4342,C,C;T,Duda,Verona,8,6.31,6.81,1,0,0,0,0,0,2,2,0,0
4711,C,E;W,Kostic,Juventus,6,6.17,6.33,0,0,0,0,0,0,1,0,0,0
5687,C,W;T,Vlasic,Torino,7,5.71,5.71,0,0,0,0,0,0,0,0,0,0
26,C,W;T,Gomez,Monza,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0
302,C,C;W,Pereyra,Udinese,4,5.75,5.5,0,0,0,0,0,0,0,2,0,0
526,C,C,Duncan,Fiorentina,6,6.42,7.42,1,0,0,0,0,0,3,0,0,0
530,C,C;T,Pellegrini Lo.,Roma,4,5.75,6.38,1,0,0,0,0,0,0,1,0,0
795,C,W;A,El Shaarawy,Roma,5,6,6,0,0,0,0,0,0,0,0,0,0
801,C,M;C,Gagliardini,Monza,8,6.12,6.44,1,0,0,0,0,0,0,1,0,0
1933,C,M;C,Mandragora,Fiorentina,7,6,6.5,1,0,0,0,0,0,1,1,0,0
2543,C,C,Renato Sanches,Roma,2,6.5,7.75,1,0,0,0,0,0,0,1,0,0
4186,C,C;T,Guendouzi,Lazio,6,5.75,5.75,0,0,0,0,0,0,0,0,0,0
4404,C,M;C,Thorsby,Genoa,7,5.86,6.36,1,0,0,0,0,0,1,1,0,0
4427,C,T,Malinovskyi,Genoa,5,5.6,5.4,0,0,0,0,0,0,0,2,0,0
4869,C,M;C,Dominguez,Bologna,2,5.75,5.75,0,0,0,0,0,0,0,0,0,0
4973,C,C,Mckennie,Juventus,7,6.14,6.29,0,0,0,0,0,0,1,0,0,0
5791,C,E;M,Frendrup,Genoa,8,6.38,6.62,0,0,0,0,0,0,3,2,0,0
5995,C,T,De Ketelaere,Atalanta,8,6.25,6.62,1,0,0,0,0,0,2,0,0,1
181,C,M;C,Vecino,Lazio,6,6.08,7,2,0,0,0,0,0,0,1,0,0
1976,C,M;C,Mazzitelli,Frosinone,8,6.06,6.69,2,0,0,0,0,0,0,2,0,0
4220,C,M;C,Zambo Anguissa,Napoli,8,5.88,5.88,0,0,0,0,0,0,0,0,0,0
4285,C,M;C,Arthur Melo,Fiorentina,8,6.12,6.25,0,0,0,0,0,0,1,0,0,0
4514,C,E;C,Nandez,Cagliari,7,6.07,6.64,1,0,0,1,1,0,1,0,0,0
5850,C,C;T,Lovric,Udinese,7,5.79,5.57,0,0,0,0,0,0,0,1,1,0
236,C,E;W,Lazovic,Verona,5,5.6,5.6,0,0,0,0,0,0,0,0,0,0
468,C,M;C,Paredes,Roma,8,6.12,6.25,0,0,0,0,0,0,3,4,0,0
4287,C,M;C,Lobotka,Napoli,8,5.88,5.75,0,0,0,0,0,0,0,2,0,0
4465,C,C;T,Fagioli,Juventus,6,5.92,6.08,0,0,0,0,0,0,1,0,0,0
4479,C,C;W;T,Elmas,Napoli,3,5.67,5.5,0,0,0,0,0,0,0,1,0,0
4658,C,W,Ikone',Fiorentina,3,6,6,0,0,0,0,0,0,0,0,0,0
4970,C,W,Messias,Genoa,2,6.5,8,1,0,0,0,0,0,0,0,0,0
5007,C,C,Ilic,Torino,7,5.86,5.93,0,0,0,0,0,0,1,1,0,0
5453,C,M;C,Ricci S.,Torino,7,5.79,5.71,0,0,0,0,0,0,0,1,0,0
5511,C,C,Matheus Henrique,Sassuolo,7,6,6.07,0,0,0,0,0,0,1,1,0,0
5870,C,M;C,Hjulmand,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
5880,C,E;W,Ciurria,Monza,8,5.88,5.88,0,0,0,0,0,0,1,2,0,0
6222,C,C;T,Rafia,Lecce,8,6.06,6.25,1,0,0,0,0,0,0,3,0,0
150,C,W;T,Saponara,Verona,5,6,6,0,0,0,0,0,0,0,0,0,0
827,C,M;C,Locatelli,Juventus,8,5.88,5.88,0,0,0,0,0,0,1,2,0,0
2528,C,M;C,Matic,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
4965,C,M;C,Marin,Empoli,7,6,6,0,0,0,0,0,0,0,0,0,0
5295,C,C,Musah,Milan,5,6.4,6.4,0,0,0,0,0,0,1,2,0,0
5564,C,W;A,Ndoye,Bologna,8,5.81,5.69,0,0,0,0,0,0,0,2,0,0
303,C,C;T,Pogba,Juventus,2,6,6,0,0,0,0,0,0,0,0,0,0
376,C,W;T,Verdi,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
2172,C,T,Barak,Fiorentina,1,6,6,0,0,0,0,0,0,0,0,0,0
2183,C,W;T,Garritano,Frosinone,5,6.3,6.3,0,0,0,0,0,0,0,0,0,0
4182,C,C;T,Klaassen,Inter,1,6,6,0,0,0,0,0,0,0,0,0,0
4393,C,M;C,Schouten,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
4662,C,E;W,Weah,Juventus,5,5.9,5.9,0,0,0,0,0,0,0,0,0,0
4947,C,M;C,Brescianini,Frosinone,7,6,6,0,0,0,0,0,0,0,0,0,0
5093,C,W;T,Reinier,Frosinone,1,7.5,10.5,1,0,0,0,0,0,0,0,0,0
5788,C,T;A,Sabiri,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
6061,C,W;T,Oudin,Lecce,4,6.12,6.88,1,0,0,0,0,0,0,0,0,0
333,C,M;C,Cataldi,Lazio,6,6.08,6,0,0,0,0,0,0,0,1,0,0
470,C,M;C,Strootman,Genoa,5,5.9,6.1,0,0,0,0,0,0,2,2,0,0
788,C,M;C,Freuler,Bologna,4,5.88,5.75,0,0,0,0,0,0,0,1,0,0
5784,C,C;W;T,Aebischer,Bologna,8,6.12,6,0,0,0,0,0,0,0,2,0,0
6219,C,M;C,Boloca,Sassuolo,7,6.14,5.93,0,0,0,0,0,0,0,3,0,0
6394,C,M;C,Ramadani,Lecce,8,5.88,5.75,0,0,0,0,0,0,0,2,0,0
148,C,M;C,Krunic,Milan,5,6.1,6,0,0,0,0,0,0,0,1,0,0
2117,C,C;T,Kastanos,Salernitana,8,5.81,5.75,0,0,0,0,0,0,0,1,0,0
2818,C,M;C,Bennacer,Milan,0,0,0,0,0,0,0,0,0,0,0,0,0
4364,C,C;T,Gaetano,Napoli,2,6.25,7.75,1,0,0,0,0,0,0,0,0,0
4377,C,C;T,Castrovilli,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
4522,C,M;C,Amrabat,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
4890,C,M;C,Tameze,Torino,6,5.92,5.75,0,0,0,0,0,0,0,2,0,0
5001,C,T;A,Miranchuk,Atalanta,1,6,6,0,0,0,0,0,0,0,0,0,0
5298,C,C,Pobega,Milan,4,6,6,0,0,0,0,0,0,0,0,0,0
5423,C,C,Bove,Roma,6,6,5.92,0,0,0,0,0,0,0,1,0,0
5504,C,M;C,Coulibaly L.,Salernitana,3,6,6,0,0,0,0,0,0,0,1,0,0
5688,C,M;C,Harroui,Frosinone,3,6.67,8.67,2,0,0,1,1,0,0,0,0,0
5869,C,M;C,Blin,Lecce,5,5.9,5.9,0,0,0,0,0,0,0,0,0,0
5879,C,T;A,Vignato S.,Monza,5,6,6.4,1,0,0,0,0,0,0,2,0,0
6054,C,M;C,Moro N.,Bologna,4,6,6,0,0,0,0,0,0,0,0,0,0
6112,C,W,Iling Junior,Juventus,3,6.17,6.5,0,0,0,0,0,0,1,0,0,0
6175,C,M;C,Barrenechea,Frosinone,7,6.21,6,0,0,0,0,0,0,0,3,0,0
6206,C,C,Fabbian,Bologna,2,6.5,8,1,0,0,0,0,0,0,0,0,0
6216,C,W,Mboula,Verona,2,5.5,5.5,0,0,0,0,0,0,0,0,0,0
1987,C,E;C,Jankto,Cagliari,3,6,6,0,0,0,0,0,0,0,0,0,0
2392,C,M;C,Walace,Udinese,8,5.5,5.44,0,0,0,0,0,0,0,1,0,0
2692,C,W,Castillejo,Sassuolo,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0
2839,C,W,Sottil,Fiorentina,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0
4459,C,M;C,Rovella,Lazio,5,6,5.9,0,0,0,0,0,0,0,1,0,0
4681,C,M;C,Lopez M.,Fiorentina,3,5.33,5,0,0,0,0,0,0,0,0,1,0
4992,C,W;A,Gyasi,Empoli,4,5.5,5.5,0,0,0,0,0,0,0,1,0,0
5422,C,E,Zalewski,Roma,4,5.62,5.62,0,0,0,0,0,0,0,0,0,0
5499,C,M;C,Hongla,Verona,6,5.83,5.83,0,0,0,0,0,0,0,0,0,0
5798,C,M;C,Bohinen,Salernitana,7,5.79,5.71,0,0,0,0,0,0,0,1,0,0
5844,C,C;T,Thorstvedt,Sassuolo,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0
6010,C,C;T,Fazzini,Empoli,6,5.67,5.67,0,0,0,0,0,0,0,0,0,0
6218,C,W;T;A,Oristanio,Cagliari,7,5.86,5.79,0,0,0,0,0,0,0,1,0,0
6225,C,M;C,El Azzouzi,Bologna,3,6.17,6.33,0,0,0,0,0,0,1,1,0,0
6232,C,M;C,Makoumbou,Cagliari,8,5.62,5.56,0,0,0,0,0,0,0,1,0,0
6252,C,C;T,Folorunsho,Verona,8,5.94,5.88,0,0,0,0,0,0,0,1,0,0
6402,C,M;C,Cajuste ,Napoli,5,5.6,5.5,0,0,0,0,0,0,1,3,0,0
6410,C,M;C,Kaba,Lecce,7,5.86,5.64,0,0,0,0,0,0,0,1,1,0
6448,C,T,Martegani,Salernitana,7,5.86,5.86,0,0,0,0,0,0,0,0,0,0
6479,C,M;C,Kutlu,Genoa,4,6,6,0,0,0,0,0,0,0,0,0,0
6481,C,C;T,Payero,Udinese,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0
27,C,M,Grassi,Empoli,6,5.67,5.17,0,0,0,0,0,0,0,2,0,1
65,C,T,Mancosu,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
170,C,M;C,Badelj,Genoa,5,5.7,5.5,0,0,0,0,0,0,0,2,0,0
666,C,C,Machin,Monza,3,6,6,0,0,0,0,0,0,0,0,0,0
694,C,W,Baez,Frosinone,7,5.86,5.79,0,0,0,0,0,0,0,1,0,0
1978,C,C;T,Sensi,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
1980,C,W;T,Aramu,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C,M;C,Linetty,Torino,4,5.88,5.75,0,0,0,0,0,0,0,1,0,0
4892,C,W,Saelemaekers,Bologna,3,5.67,5.33,0,0,0,0,0,0,0,0,1,0
5267,C,M;C,Racic,Sassuolo,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0
5457,C,C,Maleh,Empoli,6,5.58,5.25,0,0,0,0,0,0,0,4,0,0
5813,C,C;T,Miretti,Juventus,6,5.75,5.58,0,0,0,0,0,0,0,2,0,0
5834,C,M;C,Marcos Antonio,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
5875,C,T,Adli,Milan,3,6.17,6,0,0,0,0,0,0,0,1,0,0
5999,C,C,Gonzalez J.,Lecce,4,5.62,5.25,0,0,0,0,0,0,0,3,0,0
6458,C,C;T,Serdar,Verona,4,5.62,5.5,0,0,0,0,0,0,0,1,0,0
6480,C,W,Tchatchoua,Verona,1,6.5,7.5,0,0,0,0,0,0,1,0,0,0
6486,C,C;W;T,Suslov,Verona,4,5.88,5.62,0,0,0,0,0,0,0,2,0,0
1871,C,M;C,Deiola,Cagliari,4,5.5,5.38,0,0,0,0,0,0,0,1,0,0
2161,C,M;C,Haas,Empoli,1,5.5,5,0,0,0,0,0,0,0,1,0,0
2825,C,M;C,Bourabia,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
4498,C,C;T,Henderson L.,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
4988,C,C,Maggiore,Salernitana,4,5.75,5.5,0,0,0,0,0,0,0,2,0,0
5510,C,W,Romero L.,Milan,1,6,6,0,0,0,0,0,0,0,0,0,0
5719,C,M;C,Asllani,Inter,1,6,6,0,0,0,0,0,0,0,0,0,0
5782,C,C,Kourfalidis,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
5884,C,C,Ranocchia F.,Empoli,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0
5992,C,C;T,Bondo,Monza,2,6.25,6.25,0,0,0,0,0,0,0,0,0,0
6024,C,M;C,Sulemana I.,Cagliari,6,5.5,5.33,0,0,0,0,0,0,0,2,0,0
6393,C,W;T,Infantino,Fiorentina,2,5.75,5.5,0,0,0,0,0,0,0,1,0,0
440,C,C,Viola,Cagliari,2,6,6,0,0,0,0,0,0,0,0,0,0
2144,C,C,Coulibaly M.,Salernitana,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,C,W;T,Vignato,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
2274,C,C;T,Valoti,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
4870,C,M;C,Adopo,Atalanta,2,5.75,6.25,0,0,0,0,0,0,1,0,0,0
4896,C,T;A,Maldini,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
5397,C,C;T,Kovalenko,Empoli,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
5919,C,W,Tchaouna,Salernitana,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6236,C,M;C,Amatucci,Fiorentina,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6241,C,C;W;T,Gelli,Frosinone,4,6,5.75,0,0,0,0,0,0,0,2,0,0
6420,C,C;T,Pagano,Roma,2,6,6,0,0,0,0,0,0,0,0,0,0
6423,C,M;C,Legowski,Salernitana,4,5.25,5.12,0,0,0,0,0,0,0,1,0,0
6424,C,M;C,Prati,Cagliari,3,5.5,5.5,0,0,0,0,0,0,0,0,0,0
21,C,E;W,D'alessandro,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
500,C,C,Lulic K.,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
557,C,C,Benassi,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,C,M;C,Rog,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,C,C,Melegoni,Genoa,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,C,C;T,Crociata,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
4349,C,M;C,Nicolussi Caviglia,Juventus,0,0,0,0,0,0,0,0,0,0,0,0,0
4384,C,C,Jagiello,Genoa,1,5,5,0,0,0,0,0,0,0,0,0,0
4501,C,M;C,Obiang,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
4725,C,M,Demme,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
4787,C,C;W;T,Quina,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
5286,C,M;C,Akpa Akpro,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
5425,C,C;T,Urbanski,Bologna,1,6,6,0,0,0,0,0,0,0,0,0,0
5674,C,C,Basic,Lazio,0,0,0,0,0,0,0,0,0,0,0,0,0
5735,C,T,Volpato,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
5772,C,C;T,Pyyhtia,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
5824,C,T;A,Pafundi,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
5872,C,C;T,Helgason,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
5947,C,C,Hrustic,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
5998,C,W,Zerbin,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6005,C,C;T,Ilkhan,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
6009,C,M;C,Degli Innocenti,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6106,C,T;A,Carboni V.,Monza,0,0,0,0,0,0,0,0,0,0,0,0,0
6168,C,M;C,Faticanti,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
6170,C,C,Gineitis,Torino,0,0,0,0,0,0,0,0,0,0,0,0,0
6203,C,M;C,Belardinelli,Empoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6212,C,C,Zarraga,Udinese,1,5,5,0,0,0,0,0,0,0,0,0,0
6221,C,M;C,Camara E.,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
6233,C,C,Lella,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
6240,C,C;T,Haoudi,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
6246,C,M;C,Lipani,Sassuolo,0,0,0,0,0,0,0,0,0,0,0,0,0
6251,C,M;C,Saco,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
6254,C,M;C,Joselito,Verona,0,0,0,0,0,0,0,0,0,0,0,0,0
6492,C,C;W;T,Ibrahimovic A.,Frosinone,0,0,0,0,0,0,0,0,0,0,0,0,0
2764,A,Pc,Martinez L.,Inter,8,7.19,10.94,10,0,0,1,1,0,1,2,0,0
4661,A,Pc,Osimhen,Napoli,8,6.5,8.38,6,0,0,3,2,1,0,0,0,0
531,A,A,Berardi,Sassuolo,6,7,9.58,5,0,0,2,2,0,1,1,0,0
4510,A,A,Rafael Leao,Milan,8,6.75,8.19,3,0,0,0,0,0,3,1,0,0
2531,A,Pc,Lukaku,Roma,6,6.58,9,5,0,0,0,0,0,0,1,0,0
2841,A,Pc,Vlahovic,Juventus,6,6.5,8,4,0,0,2,1,1,1,2,0,0
4200,A,Pc,Giroud,Milan,7,6.71,8.86,4,0,0,3,3,0,3,0,0,0
4871,A,Pc,Thuram,Inter,8,6.75,8,2,0,0,0,0,0,4,0,0,0
309,A,A,Dybala,Roma,6,6,7.17,2,0,0,1,1,0,2,2,0,0
5839,A,A,Kvaratskhelia,Napoli,7,6.21,6.93,1,0,0,0,0,0,3,2,0,0
785,A,Pc,Immobile,Lazio,7,5.79,6.5,2,0,0,1,1,0,0,2,0,0
6228,A,Pc,Retegui,Genoa,7,6.21,7.43,3,0,0,0,0,0,1,3,0,0
2137,A,Pc,Scamacca,Atalanta,5,6.2,7.4,2,0,0,0,0,0,0,0,0,0
4730,A,A,Lookman,Atalanta,7,6,6.79,2,0,0,0,0,0,0,1,0,0
4179,A,A,Gonzalez N.,Fiorentina,7,6.71,9,5,0,0,0,0,0,1,0,0,0
608,A,Pc,Zapata D.,Torino,8,6.06,6.81,2,0,0,0,0,0,0,0,0,0
2002,A,A,Chiesa,Juventus,7,6.43,8.07,4,0,0,0,0,0,0,1,0,0
5672,A,Pc,Dia,Salernitana,5,5.9,6.5,1,0,0,0,0,0,0,0,0,0
5786,A,Pc,Cabral,Fiorentina,0,0,0,0,0,0,0,0,0,0,0,0,0
6060,A,A,Lauriente',Sassuolo,8,6.19,6.69,1,0,0,0,0,0,1,0,0,0
2012,A,Pc,Milik,Juventus,5,6.4,7.8,2,0,0,0,0,0,1,0,0,0
5694,A,Pc,Beto,Udinese,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
479,A,Pc,Sanabria,Torino,5,5.7,5.7,0,0,0,0,0,0,0,0,0,0
2038,A,Pc,Pinamonti,Sassuolo,8,6.12,7.56,4,0,0,0,0,0,0,1,0,0
4268,A,Pc,Arnautovic,Inter,5,6.2,6.4,0,0,0,0,0,0,1,0,0,0
5336,A,Pc,Nzola,Fiorentina,8,5.62,6,1,0,0,0,0,0,0,0,0,0
6227,A,Pc,Okafor,Milan,7,6.21,7,2,0,0,0,0,0,0,1,0,0
5086,A,Pc,Zirkzee,Bologna,8,6.5,7.31,2,0,0,0,0,0,1,1,0,0
6435,A,Pc,Krstovic,Lecce,7,6.36,7.93,4,0,0,1,1,0,0,2,0,0
6439,A,Pc,Cheddira,Frosinone,7,6.14,6.71,1,0,0,1,1,0,1,0,0,0
441,A,Pc,Belotti,Roma,6,6.58,8.58,3,0,0,0,0,0,3,0,0,0
6145,A,A,Ngonge,Verona,8,5.81,6.5,2,0,0,0,0,0,0,1,0,0
6207,A,A,Almqvist,Lecce,8,6.19,6.5,1,0,0,0,0,0,0,1,0,0
2719,A,A,Barrow,Bologna,0,0,0,0,0,0,0,0,0,0,0,0,0
5297,A,A,Luvumbo,Cagliari,7,6.29,7.07,2,0,0,0,0,0,0,1,0,0
5734,A,W;A,Soule',Frosinone,6,6.83,7.83,2,0,0,0,0,0,1,2,0,0
5836,A,Pc,Ceesay,Lecce,0,0,0,0,0,0,0,0,0,0,0,0,0
507,A,Pc,Muriel,Atalanta,4,6.25,6.5,0,0,0,0,0,0,1,0,0,0
2061,A,Pc,Simeone,Napoli,3,6,6.5,1,0,0,0,0,0,0,3,0,0
2475,A,A,Sanchez,Inter,3,5.67,5.67,0,0,0,0,0,0,0,0,0,0
4184,A,W;A,Brekalo,Fiorentina,7,6.14,6.57,1,0,0,0,0,0,0,0,0,0
4923,A,Pc,Colombo,Monza,6,6.08,6.75,1,0,0,0,0,0,1,0,0,0
6226,A,Pc,Castellanos,Lazio,4,6.25,7.25,1,0,0,0,0,0,1,0,0,0
6409,A,Pc,Beltran L.,Fiorentina,5,6.1,6.1,0,0,0,0,0,0,0,0,0,0
495,A,A,Correa,Inter,0,0,0,0,0,0,0,0,0,0,0,0,0
2762,A,A,Kouame',Fiorentina,4,6,6.75,1,0,0,0,0,0,0,0,0,0
4517,A,A,Lozano,Napoli,0,0,0,0,0,0,0,0,0,0,0,0,0
5471,A,Pc,Djuric,Verona,6,6.17,6.67,1,0,0,0,0,0,0,0,0,0
6229,A,Pc,Toure' E.,Atalanta,0,0,0,0,0,0,0,0,0,0,0,0,0
505,A,A,Bonazzoli,Verona,7,5.93,6.29,1,0,0,0,0,0,0,1,0,0
1939,A,Pc,Lapadula,Cagliari,0,0,0,0,0,0,0,0,0,0,0,0,0
1958,A,A,Caprari,Monza,4,6,6,0,0,0,0,0,0,0,0,0,0
2438,A,Pc,Jovic,Milan,3,5.83,5.83,0,0,0,0,0,0,0,0,0,0
2544,A,Pc,Abraham,Roma,0,0,0,0,0,0,0,0,0,0,0,0,0
2819,A,Pc,Caputo,Empoli,6,5.58,5.58,0,0,0,0,0,0,0,0,0,0
4371,A,A,Raspadori,Napoli,7,6,6.14,1,0,0,1,0,1,1,0,0,0
5795,A,Pc,Azmoun,Roma,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
383,A,Pc,Petagna,Cagliari,4,5.75,5.75,0,0,0,0,0,0,0,0,0,0
1857,A,A,Di Francesco F.,Lecce,1,7,10,1,0,0,0,0,0,0,0,0,0
2097,A,Pc,Kean,Juventus,3,6.17,6.17,0,0,0,0,0,0,0,0,0,0
2119,A,A,Deulofeu,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
2369,A,A,Thauvin,Udinese,8,5.81,5.69,0,0,0,0,0,0,0,2,0,0
2489,A,A,Pedro,Lazio,6,5.83,5.83,0,0,0,0,0,0,0,0,0,0
4436,A,A,Cambiaghi,Empoli,7,5.64,5.64,0,0,0,0,0,0,0,0,0,0
5311,A,Pc,Shomurodov,Cagliari,7,5.57,5.57,0,0,0,0,0,0,0,0,0,0
5807,A,A,Jovane,Salernitana,7,6,6.36,1,0,0,0,0,0,0,1,0,0
6215,A,Pc,Lucca,Udinese,8,5.75,6.25,1,0,0,0,0,0,1,0,0,0
6398,A,A,Isaksen,Lazio,5,5.8,5.7,0,0,0,0,0,0,0,1,0,0
6459,A,A,Karlsson,Bologna,5,5.9,5.9,0,0,0,0,0,0,0,0,0,0
2325,A,A,Karamoh,Torino,3,6.17,6.17,0,0,0,0,0,0,0,0,0,0
5529,A,Pc,Henry,Verona,1,6,6,0,0,0,0,0,0,0,0,0,0
5637,A,Pc,Davis K.,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
5882,A,A,Mota,Monza,7,5.64,5.57,0,0,0,0,0,0,0,1,0,0
6001,A,A,Banda,Lecce,4,6.25,6.38,0,0,0,0,0,0,1,1,0,0
6205,A,Pc,Mulattieri,Sassuolo,4,6,6,0,0,0,0,0,0,0,0,0,0
5676,A,A,Success,Udinese,7,5.79,5.86,0,0,0,0,0,0,1,1,0,0
6119,A,A,Solbakken,Roma,1,5.5,5.5,0,0,0,0,0,0,0,0,0,0
6213,A,Pc,Brenner,Udinese,0,0,0,0,0,0,0,0,0,0,0,0,0
