Quotazioni Fantacalcio Stagione 2024 25,,,,,,,,,,,,
Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
6222,C,C;T,Rafia,Lecce,5,4,1,5,4,1,12,12
5295,C,C;W,Musah,Milan,5,4,1,5,4,1,17,20
6486,C,W;T,Suslov,Verona,5,13,-8,5,13,-8,22,25
6804,C,M;C,Richardson,Fiorentina,5,8,-3,5,8,-3,9,12
6015,C,C;T,Berisha M.,Lecce,5,1,4,5,1,4,9,9
6112,C,W,Iling Junior,Bologna,5,6,-1,5,6,-1,8,8
6969,C,C;T,Billing,Napoli,5,5,0,5,5,0,12,12
4970,C,C;W,Messias,Genoa,4,9,-5,4,9,-5,10,12
4427,C,C;T,Malinovskyi,Genoa,4,11,-7,4,11,-7,18,18
6633,C,M;C,Pierret,Lecce,4,4,0,4,5,-1,16,21
5421,C,C;T,Camara D.,Parma,4,1,3,4,1,3,8,8
6212,C,M;C,Zarraga,Udinese,4,3,1,4,4,0,9,9
6898,C,M;C,Keita M.,Parma,4,6,-2,4,7,-3,14,17
6908,C,M;C,Atta,Udinese,4,1,3,4,1,3,8,8
6492,C,W;T,Ibrahimovic A.,Lazio,4,4,0,3,3,0,13,15
5784,C,C;T,Aebischer,Bologna,3,10,-7,3,10,-7,12,12
2161,C,M;C,Haas,Empoli,3,2,1,3,2,1,3,3
4465,C,C;T,Fagioli,Juventus,3,10,-7,3,9,-6,9,9
6410,C,M;C,Kaba,Lecce,3,1,2,3,1,2,7,10
2818,C,M;C,Bennacer,Milan,3,7,-4,4,8,-4,20,25
6252,C,C;T,Folorunsho,Fiorentina,3,7,-4,3,7,-4,19,19
5422,C,W,Zalewski,Roma,3,2,1,3,2,1,7,7
526,C,C,Duncan,Venezia,3,8,-5,3,8,-5,10,10
6683,C,M;C,Doumbia I.,Venezia,3,1,2,3,1,2,10,13
1978,C,C;T,Sensi,Monza,3,7,-4,3,7,-4,7,7
6900,C,E;W,Rui Modesto,Udinese,3,3,0,3,4,-1,10,10
5131,C,M;C,Gilmour,Napoli,3,7,-4,3,8,-5,10,13
6917,C,C,Masini,Genoa,3,1,2,3,1,2,9,9
2553,C,T,Alli,Como,3,3,0,3,3,0,10,8
6424,C,M;C,Prati,Cagliari,2,4,-2,1,5,-4,5,7
6656,C,M;C,Braunoder,Como,2,3,-1,1,4,-3,5,8
376,C,W;T,Verdi,Como,2,9,-7,2,9,-7,5,7
5798,C,M;C,Bohinen,Genoa,2,1,1,2,1,1,1,1
5286,C,M;C,Akpa Akpro,Monza,2,1,1,2,1,1,8,8
4377,C,C;T,Castrovilli,Lazio,2,10,-8,2,10,-8,8,8
5879,C,T;A,Vignato S.,Monza,2,2,0,2,2,0,7,9
5486,C,C,Crnigoj,Venezia,2,1,1,2,1,1,1,1
5485,C,C;W,Bjarkason,Venezia,2,4,-2,2,4,-2,6,6
6562,C,M;C,Dani Silva,Verona,2,3,-1,2,3,-1,9,9
5998,C,E;W,Zerbin,Venezia,2,2,0,2,2,0,13,15
5872,C,C;T,Helgason,Lecce,2,1,1,2,1,1,3,3
4886,C,W;T,Pereiro,Genoa,2,4,-2,2,4,-2,7,7
6963,C,M;C,Conde',Venezia,2,2,0,2,2,0,6,9
6024,C,M;C,Sulemana I.,Atalanta,1,2,-1,1,3,-2,4,5
6225,C,M;C,El Azzouzi,Bologna,1,4,-3,1,5,-4,6,9
1987,C,E;C,Jankto,Cagliari,1,3,-2,1,4,-3,6,7
556,C,M;C,Baselli,Como,1,3,-2,1,3,-2,7,9
5725,C,M;C,Kone B.,Como,1,1,0,1,1,0,1,1
6645,C,T,Marchwinski,Lecce,1,8,-7,1,7,-6,5,5
6524,C,C;T,Zeroli,Milan,1,1,0,1,1,0,2,2
801,C,M;C,Gagliardini,Monza,1,5,-4,2,6,-4,5,7
2274,C,C;T,Valoti,Monza,1,6,-5,1,6,-5,6,6
6592,C,W;T,Forson O.,Monza,1,6,-5,1,6,-5,5,7
2357,C,M;C,Cyprien,Parma,1,2,-1,1,2,-1,2,2
5290,C,M;C,Estevez,Parma,1,4,-3,1,5,-4,8,11
4376,C,C;T,Zurkowski,Empoli,1,10,-9,1,10,-9,5,5
6677,C,T,Adzic,Juventus,1,1,0,1,1,0,3,3
6678,C,W;T,Liberali,Milan,1,1,0,1,1,0,5,5
6532,C,E;W,Buchanan T.,Inter,1,1,0,1,1,0,7,7
6819,C,T,El Haddad,Venezia,1,1,0,1,1,0,5,5
6834,C,C,Cassa,Atalanta,1,1,0,1,1,0,1,1
6839,C,C;T,Byar,Bologna,1,1,0,1,1,0,1,1
6618,C,W;T,Cisse' A.,Verona,1,1,0,1,1,0,1,1
6872,C,C;T,Manzoni,Atalanta,1,1,0,1,1,0,1,1
6891,C,M;C,Vos,Milan,1,1,0,1,1,0,1,1
6903,C,C;T,Hasa,Napoli,1,1,0,1,1,0,1,1
4285,C,M;C,Arthur Melo,Juventus,1,1,0,1,1,0,1,1
5674,C,C,Basic,Lazio,1,1,0,1,1,0,1,1
6922,C,M;C,Kasa,Genoa,1,1,0,1,1,0,1,1
5824,C,T;A,Pafundi,Udinese,1,1,0,1,1,0,2,2
4871,A,Pc,Thuram,Inter,41,31,10,40,30,10,430,430
4730,A,A,Lookman,Atalanta,38,28,10,38,29,9,387,387
6228,A,Pc,Retegui,Atalanta,33,20,13,33,19,14,434,434
2097,A,Pc,Kean,Fiorentina,32,21,11,32,21,11,356,356
2764,A,Pc,Martinez L.,Inter,31,41,-10,31,42,-11,378,378
2531,A,Pc,Lukaku,Napoli,30,33,-3,30,33,-3,382,382
2841,A,Pc,Vlahovic,Juventus,27,37,-10,27,38,-11,350,350
309,A,A,Dybala,Roma,26,34,-8,26,35,-9,208,208
6226,A,Pc,Castellanos,Lazio,25,21,4,25,21,4,199,196
5672,A,Pc,Dia,Lazio,25,15,10,25,14,11,113,113
5995,A,A,De Ketelaere,Atalanta,24,21,3,24,21,3,186,186
6572,A,Pc,Castro S.,Bologna,23,8,15,22,7,15,119,119
4463,A,A,Esposito Se.,Empoli,23,3,20,23,3,20,123,123
6434,A,A,Yildiz,Juventus,23,15,8,23,16,7,90,90
4510,A,A,Leao,Milan,23,25,-2,23,26,-3,186,186
6675,A,Pc,Dovbyk,Roma,23,32,-9,23,31,-8,234,231
6646,A,A,Adams C.,Torino,22,14,8,22,15,7,50,50
6409,A,A,Beltran L.,Fiorentina,21,11,10,21,11,10,37,37
313,A,Pc,Morata,Milan,21,26,-5,21,26,-5,170,167
2369,A,A,Thauvin,Udinese,21,10,11,21,10,11,54,54
6215,A,Pc,Lucca,Udinese,21,14,7,21,13,8,92,89
6801,A,Pc,Tengstedt,Verona,21,12,9,21,11,10,51,48
2038,A,Pc,Pinamonti,Genoa,21,18,3,21,17,4,96,93
2765,A,A,Odgaard,Bologna,20,10,10,20,11,9,58,58
2155,A,Pc,Cutrone,Como,20,9,11,20,8,12,57,54
5800,A,A,Gudmundsson A.,Fiorentina,20,27,-7,20,28,-8,60,60
608,A,Pc,Zapata D.,Torino,20,25,-5,20,25,-5,90,90
5471,A,Pc,Djuric,Parma,19,12,7,19,12,7,48,45
5079,A,Pc,Pohjanpalo,Venezia,19,16,3,19,15,4,61,58
4359,A,Pc,Piccoli,Cagliari,18,13,5,18,12,6,53,50
5882,A,A,Mota,Monza,18,10,8,18,10,8,22,22
4923,A,Pc,Colombo,Empoli,17,12,5,17,11,6,45,42
6630,A,Pc,Mosquera,Verona,17,8,9,16,7,9,10,10
6435,A,Pc,Krstovic,Lecce,16,17,-1,16,16,0,74,74
6669,A,Pc,Bonny,Parma,16,8,8,15,7,8,44,41
5951,A,Pc,Kolo Muani,Juventus,16,16,0,16,16,0,45,45
2489,A,A,Pedro,Lazio,15,3,12,15,3,12,15,15
2137,A,Pc,Scamacca,Atalanta,14,28,-14,13,27,-14,145,142
6159,A,A,Sarr A.,Verona,14,4,10,14,4,10,23,20
6398,A,W;A,Isaksen,Lazio,13,11,2,13,12,1,24,27
6556,A,A,Noslin,Lazio,13,16,-3,13,16,-3,15,15
6833,A,A,Mbangula,Juventus,13,1,12,13,1,12,28,28
6895,A,A,Dominguez B.,Bologna,13,5,8,13,5,8,33,33
6643,A,Pc,Dallinga,Bologna,12,22,-10,12,21,-9,25,22
4179,A,A,Gonzalez N.,Juventus,12,25,-13,13,26,-13,42,42
1958,A,A,Caprari,Monza,12,9,3,12,9,3,26,26
441,A,Pc,Belotti,Como,11,17,-6,11,16,-5,10,10
5637,A,Pc,Davis K.,Udinese,11,6,5,11,5,6,11,10
6207,A,W;A,Almqvist,Parma,11,9,2,11,10,1,12,14
2061,A,Pc,Simeone,Napoli,10,11,-1,10,10,0,11,10
2544,A,Pc,Abraham,Milan,10,13,-3,10,13,-3,23,20
6549,A,W;A,Pierotti,Lecce,9,4,5,9,4,5,24,24
6670,A,Pc,Charpentier,Parma,9,1,8,9,1,8,12,12
2103,A,Pc,Pellegri,Empoli,9,3,6,9,3,6,29,29
5297,A,A,Luvumbo,Cagliari,8,12,-4,8,12,-4,12,12
5500,A,W;A,Cancellieri,Parma,8,4,4,8,4,4,20,23
6822,A,Pc,Ekhator,Genoa,8,1,7,8,1,7,9,9
6914,A,A,Haj Mohamed,Parma,8,1,7,8,1,7,11,11
6628,A,Pc,Taremi,Inter,7,15,-8,7,14,-7,14,11
6227,A,A,Okafor,Milan,7,11,-4,7,11,-4,5,5
5322,A,W;A,Mihaila,Parma,7,8,-1,7,9,-2,22,25
6213,A,A,Brenner,Udinese,7,7,0,7,7,0,5,5
696,A,Pc,Balotelli,Genoa,7,10,-3,7,10,-3,10,10
5506,A,A,Ekuban,Genoa,6,9,-3,6,9,-3,11,11
6164,A,Pc,Vitinha O.,Genoa,6,12,-6,6,11,-5,27,27
5734,A,W;A,Soule',Roma,6,20,-14,7,22,-15,10,12
479,A,Pc,Sanabria,Torino,6,10,-4,6,9,-3,13,10
6644,A,Pc,Rocha Livramento,Verona,6,4,2,6,3,3,12,10
495,A,A,Correa,Inter,6,3,3,6,3,3,10,10
2325,A,A,Karamoh,Torino,6,1,5,6,1,5,19,19
5311,A,Pc,Shomurodov,Roma,6,3,3,6,3,3,12,10
186,A,A,Rebic,Lecce,6,4,2,6,4,2,11,11
2762,A,A,Kouame',Fiorentina,5,4,1,5,4,1,7,7
4268,A,Pc,Arnautovic,Inter,5,8,-3,5,7,-2,10,10
6001,A,W;A,Banda,Lecce,5,9,-4,5,10,-5,9,9
6653,A,A,Bravo,Udinese,5,4,1,5,4,1,8,8
247,A,Pc,Pavoletti,Cagliari,4,3,1,4,3,1,10,10
6657,A,Pc,Gabrielloni,Como,4,2,2,4,1,3,10,10
4371,A,A,Raspadori,Napoli,4,11,-7,4,12,-8,12,12
2475,A,A,Sanchez,Udinese,4,16,-12,4,16,-12,23,23
6827,A,A,Njie,Torino,4,1,3,4,1,3,10,10
4436,A,A,Cambiaghi,Bologna,3,12,-9,3,12,-9,20,20
1939,A,Pc,Lapadula,Cagliari,3,9,-6,3,8,-5,9,9
6519,A,Pc,Camarda,Milan,3,1,2,3,1,2,5,5
6667,A,A,Benedyczak,Parma,3,10,-7,3,10,-7,9,9
6119,A,A,Solbakken,Empoli,3,3,0,3,3,0,5,5
6598,A,Pc,Mutandwa,Cagliari,2,1,1,2,1,1,5,5
6418,A,Pc,Burnete,Lecce,2,1,1,2,1,1,1,1
6145,A,W;A,Ngonge,Napoli,2,9,-7,2,10,-8,8,10
5881,A,Pc,Gytkjaer,Venezia,2,5,-3,2,4,-2,6,6
6913,A,A,Lambourde,Verona,2,1,1,2,1,1,3,3
6648,A,W;A,Jasim,Como,1,1,0,1,1,0,1,1
2012,A,Pc,Milik,Juventus,1,12,-11,1,10,-9,5,5
2438,A,Pc,Jovic,Milan,1,10,-9,2,9,-7,3,3
383,A,Pc,Petagna,Monza,1,5,-4,2,3,-1,6,6
6635,A,Pc,Pizarro,Udinese,1,3,-2,1,3,-2,3,3
6490,A,Pc,Cruz,Verona,1,1,0,1,1,0,1,1
6250,A,Pc,Maric,Monza,1,1,0,1,1,0,6,6
6910,A,A,Kowalski,Parma,1,1,0,1,1,0,5,5
6912,A,Pc,Vlahovic V.,Atalanta,1,1,0,1,1,0,3,3
537,A,A,Sansone,Lecce,1,1,0,1,1,0,5,5
